epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,1220.34,1.07611,0.68713,1.17065,0.61252,0.33333,0.38385,0.22537,1.99809,1.86168,2.02323,0.000330233,0.000330233,0.000330233
83,1234.82,1.10554,0.71361,1.1721,0.4766,0.3913,0.37607,0.21921,2.05567,1.74772,2.16172,0.000313729,0.000313729,0.000313729
84,1249.42,1.04782,0.67502,1.14937,0.63676,0.33333,0.36121,0.20413,2.02313,2.02575,2.03496,0.000297226,0.000297226,0.000297226
85,1263.94,1.06201,0.69442,1.18419,0.58024,0.34783,0.37191,0.19523,2.02454,1.93409,2.08308,0.000280723,0.000280723,0.000280723
86,1278.81,1.03845,0.6718,1.13986,0.57762,0.35682,0.35755,0.18889,2.07427,2.07307,2.0124,0.00026422,0.00026422,0.00026422
87,1293.52,1.03822,0.65647,1.1315,0.67095,0.32517,0.40297,0.19675,1.99996,1.96915,2.04406,0.000247716,0.000247716,0.000247716
88,1307.7,1.02809,0.64113,1.12871,0.70037,0.33333,0.37504,0.20286,2.09889,1.98295,2.14903,0.000231213,0.000231213,0.000231213
89,1322.21,0.99383,0.63423,1.12208,0.70872,0.31884,0.37237,0.20928,2.07525,1.93015,2.08827,0.00021471,0.00021471,0.00021471
90,1337.03,1.01128,0.63283,1.1204,0.64817,0.31884,0.37111,0.21419,2.06183,1.85977,2.06959,0.000198206,0.000198206,0.000198206
91,1378.87,1.04714,0.68556,1.14397,0.63853,0.31884,0.34257,0.19199,2.06416,1.81614,2.06758,0.000181703,0.000181703,0.000181703
92,1393.01,0.95304,0.6048,1.12014,0.69797,0.34783,0.37507,0.20413,2.13833,1.94383,2.10663,0.0001652,0.0001652,0.0001652
93,1406.44,0.9452,0.57779,1.10307,0.61137,0.30435,0.35756,0.20661,2.08537,1.94836,2.03453,0.000148696,0.000148696,0.000148696
94,1420.06,0.93252,0.55351,1.08716,0.50776,0.36232,0.36157,0.20151,2.07228,1.96926,2.02238,0.000132193,0.000132193,0.000132193
95,1434.76,0.90793,0.54696,1.07307,0.64193,0.28986,0.33579,0.19721,2.08848,2.04432,2.02739,0.00011569,0.00011569,0.00011569
96,1448.7,0.89386,0.52963,1.06337,0.65087,0.30435,0.34437,0.19819,2.08349,2.01303,2.04234,9.91865e-05,9.91865e-05,9.91865e-05
97,1463.18,0.86263,0.51671,1.04036,0.64377,0.30435,0.35397,0.20362,2.09289,1.99136,2.04697,8.26832e-05,8.26832e-05,8.26832e-05
98,1477.53,0.88082,0.5287,1.06543,0.53031,0.31884,0.34817,0.19746,2.13359,1.96806,2.10476,6.61799e-05,6.61799e-05,6.61799e-05
99,1491.58,0.86441,0.50881,1.04914,0.55482,0.33333,0.35464,0.20129,2.09606,1.94626,2.08336,4.96766e-05,4.96766e-05,4.96766e-05
100,1505.06,0.82832,0.49901,1.02869,0.57131,0.33333,0.35394,0.20155,2.07701,1.95282,2.07259,3.31733e-05,3.31733e-05,3.31733e-05
